2023-12-05 13:54:14,889 INFO    StreamThr :12860 [internal.py:wandb_internal():86] W&B internal server running at pid: 12860, started at: 2023-12-05 13:54:14.889163
2023-12-05 13:54:14,890 DEBUG   HandlerThread:12860 [handler.py:handle_request():146] handle_request: status
2023-12-05 13:54:14,895 INFO    WriterThread:12860 [datastore.py:open_for_write():85] open: /media/stefania/A650A6F450A6C9FF/Work/RUG/Master/MA Thesis/pixel-semantic/scripts/visualization/wandb/run-20231205_135414-67dbs0b7/run-67dbs0b7.wandb
2023-12-05 13:54:14,895 DEBUG   SenderThread:12860 [sender.py:send():380] send: header
2023-12-05 13:54:14,923 DEBUG   SenderThread:12860 [sender.py:send():380] send: run
2023-12-05 13:54:15,324 INFO    SenderThread:12860 [dir_watcher.py:__init__():211] watching files in: /media/stefania/A650A6F450A6C9FF/Work/RUG/Master/MA Thesis/pixel-semantic/scripts/visualization/wandb/run-20231205_135414-67dbs0b7/files
2023-12-05 13:54:15,324 INFO    SenderThread:12860 [sender.py:_start_run_threads():1122] run started: 67dbs0b7 with start time 1701780854.889295
2023-12-05 13:54:15,340 DEBUG   HandlerThread:12860 [handler.py:handle_request():146] handle_request: check_version
2023-12-05 13:54:15,340 DEBUG   SenderThread:12860 [sender.py:send_request():407] send_request: check_version
2023-12-05 13:54:15,424 DEBUG   HandlerThread:12860 [handler.py:handle_request():146] handle_request: run_start
2023-12-05 13:54:15,434 DEBUG   HandlerThread:12860 [system_info.py:__init__():32] System info init
2023-12-05 13:54:15,434 DEBUG   HandlerThread:12860 [system_info.py:__init__():47] System info init done
2023-12-05 13:54:15,434 INFO    HandlerThread:12860 [system_monitor.py:start():194] Starting system monitor
2023-12-05 13:54:15,434 INFO    SystemMonitor:12860 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-05 13:54:15,434 INFO    HandlerThread:12860 [system_monitor.py:probe():214] Collecting system info
2023-12-05 13:54:15,434 INFO    SystemMonitor:12860 [interfaces.py:start():190] Started cpu monitoring
2023-12-05 13:54:15,435 INFO    SystemMonitor:12860 [interfaces.py:start():190] Started disk monitoring
2023-12-05 13:54:15,436 INFO    SystemMonitor:12860 [interfaces.py:start():190] Started gpu monitoring
2023-12-05 13:54:15,436 INFO    SystemMonitor:12860 [interfaces.py:start():190] Started memory monitoring
2023-12-05 13:54:15,436 INFO    SystemMonitor:12860 [interfaces.py:start():190] Started network monitoring
