2023-12-05 14:00:58,036 INFO    StreamThr :14730 [internal.py:wandb_internal():86] W&B internal server running at pid: 14730, started at: 2023-12-05 14:00:58.036192
2023-12-05 14:00:58,037 DEBUG   HandlerThread:14730 [handler.py:handle_request():146] handle_request: status
2023-12-05 14:00:58,044 INFO    WriterThread:14730 [datastore.py:open_for_write():85] open: /media/stefania/A650A6F450A6C9FF/Work/RUG/Master/MA Thesis/pixel-semantic/scripts/visualization/wandb/run-20231205_140058-xg8a40sp/run-xg8a40sp.wandb
2023-12-05 14:00:58,044 DEBUG   SenderThread:14730 [sender.py:send():380] send: header
2023-12-05 14:00:58,074 DEBUG   SenderThread:14730 [sender.py:send():380] send: run
2023-12-05 14:00:58,474 INFO    SenderThread:14730 [dir_watcher.py:__init__():211] watching files in: /media/stefania/A650A6F450A6C9FF/Work/RUG/Master/MA Thesis/pixel-semantic/scripts/visualization/wandb/run-20231205_140058-xg8a40sp/files
2023-12-05 14:00:58,474 INFO    SenderThread:14730 [sender.py:_start_run_threads():1122] run started: xg8a40sp with start time 1701781258.036508
2023-12-05 14:00:58,484 DEBUG   HandlerThread:14730 [handler.py:handle_request():146] handle_request: check_version
2023-12-05 14:00:58,484 DEBUG   SenderThread:14730 [sender.py:send_request():407] send_request: check_version
2023-12-05 14:00:58,568 DEBUG   HandlerThread:14730 [handler.py:handle_request():146] handle_request: run_start
2023-12-05 14:00:58,577 DEBUG   HandlerThread:14730 [system_info.py:__init__():32] System info init
2023-12-05 14:00:58,577 DEBUG   HandlerThread:14730 [system_info.py:__init__():47] System info init done
2023-12-05 14:00:58,578 INFO    HandlerThread:14730 [system_monitor.py:start():194] Starting system monitor
2023-12-05 14:00:58,578 INFO    SystemMonitor:14730 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-05 14:00:58,578 INFO    HandlerThread:14730 [system_monitor.py:probe():214] Collecting system info
2023-12-05 14:00:58,578 INFO    SystemMonitor:14730 [interfaces.py:start():190] Started cpu monitoring
2023-12-05 14:00:58,579 INFO    SystemMonitor:14730 [interfaces.py:start():190] Started disk monitoring
2023-12-05 14:00:58,579 INFO    SystemMonitor:14730 [interfaces.py:start():190] Started gpu monitoring
2023-12-05 14:00:58,580 INFO    SystemMonitor:14730 [interfaces.py:start():190] Started memory monitoring
2023-12-05 14:00:58,580 INFO    SystemMonitor:14730 [interfaces.py:start():190] Started network monitoring
2023-12-05 14:00:58,586 DEBUG   HandlerThread:14730 [system_info.py:probe():196] Probing system
2023-12-05 14:00:58,589 DEBUG   HandlerThread:14730 [system_info.py:_probe_git():181] Probing git
2023-12-05 14:00:58,607 DEBUG   HandlerThread:14730 [system_info.py:_probe_git():189] Probing git done
2023-12-05 14:00:58,607 DEBUG   HandlerThread:14730 [system_info.py:probe():244] Probing system done
